#           x           U_x           U_y           U_z
    0.0762203     -0.776118   0.000368721             0
    0.0765832     -0.969958   0.000283878             0
    0.0769462     -0.969958   0.000283878             0
    0.0773091     -0.702858   4.55165e-05             0
    0.0776721     -0.971443  -0.000109337             0
     0.078035     -0.971443  -0.000109337             0
     0.078398     -0.610325  -0.000211823   -9.7659e-21
     0.078761     -0.972398   -0.00045484  -3.17975e-20
    0.0791239     -0.972398   -0.00045484  -3.17975e-20
    0.0794869     -0.498952  -0.000423861    -1.586e-21
    0.0798498      -0.97278  -0.000791316             0
    0.0802128      -0.97278  -0.000791316             0
    0.0805757     -0.585513  -0.000709673  -3.42335e-21
    0.0809387     -0.972606   -0.00112295             0
    0.0813016     -0.972606   -0.00112295             0
    0.0816646       -0.7337   -0.00104638  -3.41589e-21
    0.0820275     -0.971875   -0.00145326   2.94478e-20
    0.0823905     -0.971875   -0.00145326   2.94478e-20
    0.0827534     -0.898993   -0.00142182   2.53294e-20
    0.0831164     -0.858945   -0.00166004   3.19146e-22
    0.0834793     -0.970576   -0.00178264             0
    0.0838423     -0.970576   -0.00178264             0
    0.0842053     -0.669494    -0.0017485   2.50042e-21
    0.0845682      -0.96871   -0.00211094             0
    0.0849312      -0.96871   -0.00211094             0
    0.0852941     -0.483219   -0.00179048   5.17656e-21
    0.0856571     -0.966269   -0.00243817   2.68962e-20
      0.08602     -0.966269   -0.00243817   2.68962e-20
     0.086383     -0.704171   -0.00223405   1.54455e-20
    0.0867459     -0.963249   -0.00276379             0
    0.0871089     -0.963249   -0.00276379             0
    0.0874718     -0.939745   -0.00274263    1.6895e-22
    0.0878348     -0.773661   -0.00279609   1.34671e-21
    0.0881977     -0.959643    -0.0030879             0
    0.0885607     -0.959643    -0.0030879             0
    0.0889237     -0.514966   -0.00266334  -3.37141e-21
    0.0892866      -0.95545   -0.00340993  -2.41142e-20
    0.0896496      -0.95545   -0.00340993  -2.41142e-20
    0.0900125     -0.691819   -0.00310571  -1.61147e-20
    0.0903755     -0.950669   -0.00373006  -2.31306e-20
    0.0907384     -0.950669   -0.00373006  -2.31306e-20
    0.0911014     -0.950669   -0.00373006  -2.31306e-20
    0.0914643     -0.694961   -0.00355716  -2.35236e-21
    0.0918273       -0.9453   -0.00404766             0
    0.0921902       -0.9453   -0.00404766             0
    0.0925532     -0.531357   -0.00345846  -1.49115e-21
    0.0929161     -0.939334   -0.00436296   2.10719e-20
    0.0932791     -0.939334   -0.00436296   2.10719e-20
    0.0936421     -0.847109   -0.00421862   1.72404e-20
     0.094005     -0.787383   -0.00434926   3.08757e-22
     0.094368     -0.932777   -0.00467528             0
    0.0947309     -0.932777   -0.00467528             0
    0.0950939      -0.45411   -0.00385626   1.69811e-21
    0.0954568     -0.925627   -0.00498485  -1.88832e-20
    0.0958198     -0.925627   -0.00498485  -1.88832e-20
    0.0961827     -0.798576   -0.00474819  -1.41369e-20
    0.0965457      -0.79755    -0.0049846  -2.76119e-22
    0.0969086     -0.917885   -0.00529103             0
    0.0972716     -0.917885   -0.00529103             0
    0.0976345     -0.454824   -0.00435583  -9.30991e-22
    0.0979975      -0.90955   -0.00559403  -1.65542e-20
    0.0983605      -0.90955   -0.00559403  -1.65542e-20
    0.0987234     -0.824407   -0.00540817  -1.35084e-20
    0.0990864     -0.731732   -0.00540764  -9.62253e-21
    0.0994493     -0.900623   -0.00589323  -1.53335e-20
    0.0998123     -0.900623   -0.00589323  -1.53335e-20
     0.100175     -0.527291   -0.00501505  -2.06988e-21
     0.100538      -0.89111   -0.00618883             0
     0.100901      -0.89111   -0.00618883             0
     0.101264      -0.89111   -0.00618883             0
     0.101627     -0.597096   -0.00556249   1.08065e-21
      0.10199     -0.881012   -0.00648019             0
     0.102353     -0.881012   -0.00648019             0
     0.102716     -0.664424   -0.00589266   1.54355e-21
     0.103079     -0.819633   -0.00659411   3.69975e-22
     0.103442     -0.870331   -0.00676767             0
     0.103805     -0.870331   -0.00676767             0
     0.104168     -0.437746   -0.00551109   2.75508e-21
     0.104531     -0.859076   -0.00705078             0
     0.104894     -0.859076   -0.00705078             0
     0.105257     -0.858336   -0.00704848   2.23205e-24
      0.10562     -0.583469   -0.00631866   8.16627e-22
     0.105982      -0.84725   -0.00732969             0
     0.106345      -0.84725   -0.00732969             0
     0.106708     -0.670014   -0.00674204             0
     0.107071     -0.739642   -0.00721779             0
     0.107434     -0.834857   -0.00760363             0
     0.107797     -0.834857   -0.00760363             0
      0.10816     -0.506082   -0.00644122             0
     0.108523     -0.821907   -0.00787276             0
     0.108886     -0.821907   -0.00787276             0
     0.109249     -0.821907   -0.00787276             0
     0.109612     -0.421034   -0.00638331  -1.00005e-21
     0.109975     -0.808405   -0.00813641  -4.00576e-21
     0.110338     -0.808405   -0.00813641  -4.00576e-21
     0.110701     -0.808405   -0.00813641  -4.00576e-21
     0.111064     -0.520093   -0.00708358   3.39629e-22
     0.111427     -0.794353   -0.00839517   2.36586e-21
      0.11179     -0.794353   -0.00839517   2.36586e-21
     0.112153     -0.704415   -0.00801162   1.88533e-21
     0.112516     -0.597557   -0.00772786   6.80575e-23
     0.112879     -0.779769   -0.00864863             0
     0.113242     -0.779769   -0.00864863             0
     0.113605     -0.614567    -0.0078997   3.83931e-23
